"","Item","Product.code","Station.Code","Year","Month","Day","Min","Max","Rain"
"50",50,"IDCJAC0011",86071,1855,2,19,NA,NA,NA
"51",51,"IDCJAC0011",86071,1855,2,20,NA,NA,NA
"52",52,"IDCJAC0011",86071,1855,2,21,NA,NA,NA
"53",53,"IDCJAC0011",86071,1855,2,22,NA,NA,NA
"54",54,"IDCJAC0011",86071,1855,2,23,NA,NA,NA
"55",55,"IDCJAC0011",86071,1855,2,24,NA,NA,NA
"56",56,"IDCJAC0011",86071,1855,2,25,NA,NA,NA
"57",57,"IDCJAC0011",86071,1855,2,26,NA,NA,NA
"58",58,"IDCJAC0011",86071,1855,2,27,NA,NA,NA
"59",59,"IDCJAC0011",86071,1855,2,28,NA,NA,NA
"60",60,"IDCJAC0011",86071,1855,3,1,NA,NA,NA
"61",61,"IDCJAC0011",86071,1855,3,2,NA,NA,NA
"62",62,"IDCJAC0011",86071,1855,3,3,NA,NA,NA
"63",63,"IDCJAC0011",86071,1855,3,4,NA,NA,NA
"64",64,"IDCJAC0011",86071,1855,3,5,NA,NA,NA
"65",65,"IDCJAC0011",86071,1855,3,6,NA,NA,NA
"66",66,"IDCJAC0011",86071,1855,3,7,NA,NA,NA
"67",67,"IDCJAC0011",86071,1855,3,8,NA,NA,NA
"68",68,"IDCJAC0011",86071,1855,3,9,NA,NA,NA
"69",69,"IDCJAC0011",86071,1855,3,10,NA,NA,NA
"70",70,"IDCJAC0011",86071,1855,3,11,NA,NA,NA
"71",71,"IDCJAC0011",86071,1855,3,12,NA,NA,NA
"72",72,"IDCJAC0011",86071,1855,3,13,NA,NA,NA
"73",73,"IDCJAC0011",86071,1855,3,14,NA,NA,NA
"74",74,"IDCJAC0011",86071,1855,3,15,NA,NA,NA
"75",75,"IDCJAC0011",86071,1855,3,16,NA,NA,NA
"76",76,"IDCJAC0011",86071,1855,3,17,NA,NA,NA
"77",77,"IDCJAC0011",86071,1855,3,18,NA,NA,NA
"78",78,"IDCJAC0011",86071,1855,3,19,NA,NA,NA
"79",79,"IDCJAC0011",86071,1855,3,20,NA,NA,NA
"80",80,"IDCJAC0011",86071,1855,3,21,NA,NA,NA
"81",81,"IDCJAC0011",86071,1855,3,22,NA,NA,NA
"82",82,"IDCJAC0011",86071,1855,3,23,NA,NA,NA
"83",83,"IDCJAC0011",86071,1855,3,24,NA,NA,NA
"84",84,"IDCJAC0011",86071,1855,3,25,NA,NA,NA
"85",85,"IDCJAC0011",86071,1855,3,26,NA,NA,NA
"86",86,"IDCJAC0011",86071,1855,3,27,NA,NA,NA
"87",87,"IDCJAC0011",86071,1855,3,28,NA,NA,NA
"88",88,"IDCJAC0011",86071,1855,3,29,NA,NA,NA
"89",89,"IDCJAC0011",86071,1855,3,30,NA,NA,NA
"90",90,"IDCJAC0011",86071,1855,3,31,NA,NA,NA
"91",91,"IDCJAC0011",86071,1855,4,1,NA,NA,7.9
"92",92,"IDCJAC0011",86071,1855,4,2,NA,NA,0
"93",93,"IDCJAC0011",86071,1855,4,3,NA,NA,0
"94",94,"IDCJAC0011",86071,1855,4,4,NA,NA,0
"95",95,"IDCJAC0011",86071,1855,4,5,NA,NA,0
"96",96,"IDCJAC0011",86071,1855,4,6,NA,NA,0
"97",97,"IDCJAC0011",86071,1855,4,7,NA,NA,0
"98",98,"IDCJAC0011",86071,1855,4,8,NA,NA,0
"99",99,"IDCJAC0011",86071,1855,4,9,NA,NA,0
"100",100,"IDCJAC0011",86071,1855,4,10,NA,NA,2.5
"101",101,"IDCJAC0011",86071,1855,4,11,NA,NA,2
"102",102,"IDCJAC0011",86071,1855,4,12,NA,NA,0
"103",103,"IDCJAC0011",86071,1855,4,13,NA,NA,0
"104",104,"IDCJAC0011",86071,1855,4,14,NA,NA,0
"105",105,"IDCJAC0011",86071,1855,4,15,NA,NA,0
"106",106,"IDCJAC0011",86071,1855,4,16,NA,NA,0
"107",107,"IDCJAC0011",86071,1855,4,17,NA,NA,0
"108",108,"IDCJAC0011",86071,1855,4,18,NA,NA,0
"109",109,"IDCJAC0011",86071,1855,4,19,NA,NA,0
"110",110,"IDCJAC0011",86071,1855,4,20,NA,NA,0
"111",111,"IDCJAC0011",86071,1855,4,21,NA,NA,0
"112",112,"IDCJAC0011",86071,1855,4,22,NA,NA,0
"113",113,"IDCJAC0011",86071,1855,4,23,NA,NA,0
"114",114,"IDCJAC0011",86071,1855,4,24,NA,NA,0
"115",115,"IDCJAC0011",86071,1855,4,25,NA,NA,20.6
"116",116,"IDCJAC0011",86071,1855,4,26,NA,NA,2
"117",117,"IDCJAC0011",86071,1855,4,27,NA,NA,0
"118",118,"IDCJAC0011",86071,1855,4,28,NA,NA,15.2
"119",119,"IDCJAC0011",86071,1855,4,29,NA,NA,14.2
"120",120,"IDCJAC0011",86071,1855,4,30,NA,NA,5.3
"121",121,"IDCJAC0011",86071,1855,5,1,10.5,16.7,3.6
"122",122,"IDCJAC0011",86071,1855,5,2,10.8,16.1,0
"123",123,"IDCJAC0011",86071,1855,5,3,6.9,16.1,0
"124",124,"IDCJAC0011",86071,1855,5,4,6.7,17.7,0
"125",125,"IDCJAC0011",86071,1855,5,5,8.9,17.7,0
"126",126,"IDCJAC0011",86071,1855,5,6,10,17.7,0
"127",127,"IDCJAC0011",86071,1855,5,7,11.7,18.9,0.5
"128",128,"IDCJAC0011",86071,1855,5,8,15,22.2,2.3
"129",129,"IDCJAC0011",86071,1855,5,9,15,18.9,5.1
"130",130,"IDCJAC0011",86071,1855,5,10,11.7,19.4,0.5
"131",131,"IDCJAC0011",86071,1855,5,11,10.5,18.9,0
"132",132,"IDCJAC0011",86071,1855,5,12,5,15.5,0.5
"133",133,"IDCJAC0011",86071,1855,5,13,8.3,16.7,0
"134",134,"IDCJAC0011",86071,1855,5,14,11.7,22.2,0
"135",135,"IDCJAC0011",86071,1855,5,15,11.7,16.7,0
"136",136,"IDCJAC0011",86071,1855,5,16,5.5,14.1,0
"137",137,"IDCJAC0011",86071,1855,5,17,10,16.7,0
"138",138,"IDCJAC0011",86071,1855,5,18,10,15,0.8
"139",139,"IDCJAC0011",86071,1855,5,19,7.2,14.4,7.1
"140",140,"IDCJAC0011",86071,1855,5,20,8.6,16.9,0
"141",141,"IDCJAC0011",86071,1855,5,21,10,17.1,0
"142",142,"IDCJAC0011",86071,1855,5,22,7.2,11.7,0.5
"143",143,"IDCJAC0011",86071,1855,5,23,5,15.8,0
"144",144,"IDCJAC0011",86071,1855,5,24,9.4,15.8,0
"145",145,"IDCJAC0011",86071,1855,5,25,8.3,14.8,0.8
"146",146,"IDCJAC0011",86071,1855,5,26,10.5,12.2,0
"147",147,"IDCJAC0011",86071,1855,5,27,6.1,15.5,9.4
"148",148,"IDCJAC0011",86071,1855,5,28,7.2,12.7,12.2
"149",149,"IDCJAC0011",86071,1855,5,29,5,14.1,0
"150",150,"IDCJAC0011",86071,1855,5,30,8.3,14.6,0
"151",151,"IDCJAC0011",86071,1855,5,31,10,14.3,0.5
"152",152,"IDCJAC0011",86071,1855,6,1,12.2,18.3,0
"153",153,"IDCJAC0011",86071,1855,6,2,11.1,15.5,2.5
"154",154,"IDCJAC0011",86071,1855,6,3,10.5,15.3,0.8
"155",155,"IDCJAC0011",86071,1855,6,4,8.3,15.5,0
"156",156,"IDCJAC0011",86071,1855,6,5,9.4,14.4,4.6
"157",157,"IDCJAC0011",86071,1855,6,6,5.5,14.1,0
"158",158,"IDCJAC0011",86071,1855,6,7,5,15,6.4
"159",159,"IDCJAC0011",86071,1855,6,8,6.1,16.3,0
"160",160,"IDCJAC0011",86071,1855,6,9,9.1,14.6,0
"161",161,"IDCJAC0011",86071,1855,6,10,3.3,13.3,6.1
"162",162,"IDCJAC0011",86071,1855,6,11,4.4,9.4,2.5
"163",163,"IDCJAC0011",86071,1855,6,12,1.7,8.9,11.7
"164",164,"IDCJAC0011",86071,1855,6,13,6.1,12.2,2
"165",165,"IDCJAC0011",86071,1855,6,14,7.2,11.7,2.3
"166",166,"IDCJAC0011",86071,1855,6,15,8.3,12.7,4.8
"167",167,"IDCJAC0011",86071,1855,6,16,8.9,15.5,0
"168",168,"IDCJAC0011",86071,1855,6,17,4.4,15.5,0
"169",169,"IDCJAC0011",86071,1855,6,18,5,12.2,0.8
"170",170,"IDCJAC0011",86071,1855,6,19,2.2,12.2,0
"171",171,"IDCJAC0011",86071,1855,6,20,3.3,14.4,0
"172",172,"IDCJAC0011",86071,1855,6,21,4.4,13.9,0
"173",173,"IDCJAC0011",86071,1855,6,22,7.2,12.2,0
"174",174,"IDCJAC0011",86071,1855,6,23,7.7,16.3,0
"175",175,"IDCJAC0011",86071,1855,6,24,4.1,16.3,0
"176",176,"IDCJAC0011",86071,1855,6,25,7.7,15,2
"177",177,"IDCJAC0011",86071,1855,6,26,4.4,13.3,0.3
"178",178,"IDCJAC0011",86071,1855,6,27,6.1,13.9,0
"179",179,"IDCJAC0011",86071,1855,6,28,6.1,13.3,0
"180",180,"IDCJAC0011",86071,1855,6,29,6.1,13.3,0
"181",181,"IDCJAC0011",86071,1855,6,30,3.9,14.1,0
"182",182,"IDCJAC0011",86071,1855,7,1,4.4,13.3,1.3
"183",183,"IDCJAC0011",86071,1855,7,2,7.7,13.6,9.7
"184",184,"IDCJAC0011",86071,1855,7,3,6.7,13.9,0.8
"185",185,"IDCJAC0011",86071,1855,7,4,5.5,12.7,0
"186",186,"IDCJAC0011",86071,1855,7,5,4.4,15.5,0
"187",187,"IDCJAC0011",86071,1855,7,6,6.1,12.2,0
"188",188,"IDCJAC0011",86071,1855,7,7,7.7,15.1,0
"189",189,"IDCJAC0011",86071,1855,7,8,5.5,14.4,2.5
"190",190,"IDCJAC0011",86071,1855,7,9,5.5,15,0
"191",191,"IDCJAC0011",86071,1855,7,10,4.4,11.7,0
"192",192,"IDCJAC0011",86071,1855,7,11,5,10,2.5
"193",193,"IDCJAC0011",86071,1855,7,12,-1.3,10.5,0
"194",194,"IDCJAC0011",86071,1855,7,13,5,13.7,0
"195",195,"IDCJAC0011",86071,1855,7,14,5,11.1,0.5
"196",196,"IDCJAC0011",86071,1855,7,15,3.3,12.5,0.3
"197",197,"IDCJAC0011",86071,1855,7,16,3.9,12.2,0
"198",198,"IDCJAC0011",86071,1855,7,17,1.9,13.1,0
"199",199,"IDCJAC0011",86071,1855,7,18,6.7,11.7,0.3
"200",200,"IDCJAC0011",86071,1855,7,19,7.5,11.3,2.3
"201",201,"IDCJAC0011",86071,1855,7,20,7.7,13.7,0
"202",202,"IDCJAC0011",86071,1855,7,21,6.1,11.7,0
"203",203,"IDCJAC0011",86071,1855,7,22,9.7,11.3,0
"204",204,"IDCJAC0011",86071,1855,7,23,9.7,14.1,0
"205",205,"IDCJAC0011",86071,1855,7,24,6.9,11.1,9.7
"206",206,"IDCJAC0011",86071,1855,7,25,3.7,12.2,0
"207",207,"IDCJAC0011",86071,1855,7,26,5.3,11.8,3
"208",208,"IDCJAC0011",86071,1855,7,27,1.9,11.1,2.3
"209",209,"IDCJAC0011",86071,1855,7,28,1.3,12.5,1
"210",210,"IDCJAC0011",86071,1855,7,29,6.3,12.7,3.6
"211",211,"IDCJAC0011",86071,1855,7,30,6.7,12.9,0
"212",212,"IDCJAC0011",86071,1855,7,31,5.3,14.4,4.6
"213",213,"IDCJAC0011",86071,1855,8,1,4.1,10,0
"214",214,"IDCJAC0011",86071,1855,8,2,7.7,16.1,0
"215",215,"IDCJAC0011",86071,1855,8,3,9.4,11.1,3
"216",216,"IDCJAC0011",86071,1855,8,4,3.1,13.3,0
"217",217,"IDCJAC0011",86071,1855,8,5,3.1,16.1,0.8
"218",218,"IDCJAC0011",86071,1855,8,6,3.3,16.1,0
"219",219,"IDCJAC0011",86071,1855,8,7,9.4,14.4,1.3
"220",220,"IDCJAC0011",86071,1855,8,8,2.6,10.1,0
"221",221,"IDCJAC0011",86071,1855,8,9,2.7,10.1,0.3
"222",222,"IDCJAC0011",86071,1855,8,10,6.7,13.6,0
"223",223,"IDCJAC0011",86071,1855,8,11,3.3,14.6,0
"224",224,"IDCJAC0011",86071,1855,8,12,8.3,18.1,0
"225",225,"IDCJAC0011",86071,1855,8,13,7.7,18.6,0
"226",226,"IDCJAC0011",86071,1855,8,14,5.5,18.3,0
"227",227,"IDCJAC0011",86071,1855,8,15,4.7,19.4,0
"228",228,"IDCJAC0011",86071,1855,8,16,12.7,15,2.3
"229",229,"IDCJAC0011",86071,1855,8,17,3.1,14.7,0
"230",230,"IDCJAC0011",86071,1855,8,18,1.9,15.3,0
"231",231,"IDCJAC0011",86071,1855,8,19,7.2,17.5,0
"232",232,"IDCJAC0011",86071,1855,8,20,7.2,18.3,0
"233",233,"IDCJAC0011",86071,1855,8,21,10,18.3,1.3
"234",234,"IDCJAC0011",86071,1855,8,22,12.5,18.1,0.5
"235",235,"IDCJAC0011",86071,1855,8,23,6.3,17.2,0
"236",236,"IDCJAC0011",86071,1855,8,24,9.4,16.1,1.8
"237",237,"IDCJAC0011",86071,1855,8,25,5.5,10.5,3.8
"238",238,"IDCJAC0011",86071,1855,8,26,5,12.2,1.3
"239",239,"IDCJAC0011",86071,1855,8,27,7.2,14.4,0
"240",240,"IDCJAC0011",86071,1855,8,28,5.8,10.5,5.1
"241",241,"IDCJAC0011",86071,1855,8,29,3.3,12.5,0
"242",242,"IDCJAC0011",86071,1855,8,30,0,17.2,0
"243",243,"IDCJAC0011",86071,1855,8,31,3.9,13.1,0
"244",244,"IDCJAC0011",86071,1855,9,1,8.3,15.1,6.1
"245",245,"IDCJAC0011",86071,1855,9,2,8.1,14.1,0
"246",246,"IDCJAC0011",86071,1855,9,3,6.7,15.5,0
"247",247,"IDCJAC0011",86071,1855,9,4,7.2,16.1,0.3
"248",248,"IDCJAC0011",86071,1855,9,5,5.3,21.1,0
"249",249,"IDCJAC0011",86071,1855,9,6,11.5,15.1,6.4
"250",250,"IDCJAC0011",86071,1855,9,7,8.1,13.9,1
"251",251,"IDCJAC0011",86071,1855,9,8,8.3,13.6,1.3
"252",252,"IDCJAC0011",86071,1855,9,9,6.3,20.8,0
"253",253,"IDCJAC0011",86071,1855,9,10,12.7,19.1,0
"254",254,"IDCJAC0011",86071,1855,9,11,13.6,18.9,1
"255",255,"IDCJAC0011",86071,1855,9,12,10,14.4,12.7
"256",256,"IDCJAC0011",86071,1855,9,13,7.2,13.3,5.1
"257",257,"IDCJAC0011",86071,1855,9,14,7.3,17.7,0
"258",258,"IDCJAC0011",86071,1855,9,15,6.7,18.3,0.3
"259",259,"IDCJAC0011",86071,1855,9,16,9.4,18.1,0
"260",260,"IDCJAC0011",86071,1855,9,17,10,20,0
"261",261,"IDCJAC0011",86071,1855,9,18,7.2,12.2,4.8
"262",262,"IDCJAC0011",86071,1855,9,19,5.7,13.3,2.3
"263",263,"IDCJAC0011",86071,1855,9,20,6.7,16.1,0.3
"264",264,"IDCJAC0011",86071,1855,9,21,6.1,10.7,9.4
"265",265,"IDCJAC0011",86071,1855,9,22,7.2,13.6,2
"266",266,"IDCJAC0011",86071,1855,9,23,7.7,20,0
"267",267,"IDCJAC0011",86071,1855,9,24,10.3,20.9,0
"268",268,"IDCJAC0011",86071,1855,9,25,13.9,15.9,15.7
"269",269,"IDCJAC0011",86071,1855,9,26,7.2,15,2.8
"270",270,"IDCJAC0011",86071,1855,9,27,8.1,19.4,0
"271",271,"IDCJAC0011",86071,1855,9,28,8.5,20.5,0
"272",272,"IDCJAC0011",86071,1855,9,29,12.2,27.2,22.9
"273",273,"IDCJAC0011",86071,1855,9,30,7.5,13.1,10.9
"274",274,"IDCJAC0011",86071,1855,10,1,7.2,13.9,2
"275",275,"IDCJAC0011",86071,1855,10,2,8.3,17.2,0
"276",276,"IDCJAC0011",86071,1855,10,3,7.3,19.4,12.7
"277",277,"IDCJAC0011",86071,1855,10,4,6.9,13.6,1
"278",278,"IDCJAC0011",86071,1855,10,5,2.5,16.9,0
"279",279,"IDCJAC0011",86071,1855,10,6,4.7,21.7,0
"280",280,"IDCJAC0011",86071,1855,10,7,10.5,15.5,1.3
"281",281,"IDCJAC0011",86071,1855,10,8,8.1,17.7,0
"282",282,"IDCJAC0011",86071,1855,10,9,7.7,18.9,0
"283",283,"IDCJAC0011",86071,1855,10,10,10.3,15.5,6.9
"284",284,"IDCJAC0011",86071,1855,10,11,9.4,20.9,0
"285",285,"IDCJAC0011",86071,1855,10,12,10.5,24.3,0
"286",286,"IDCJAC0011",86071,1855,10,13,10.3,18.1,1.3
"287",287,"IDCJAC0011",86071,1855,10,14,6.1,15.3,14.2
"288",288,"IDCJAC0011",86071,1855,10,15,6.7,13.3,0
"289",289,"IDCJAC0011",86071,1855,10,16,8.3,14.1,8.9
"290",290,"IDCJAC0011",86071,1855,10,17,8.9,15,0.5
"291",291,"IDCJAC0011",86071,1855,10,18,10,15,0
"292",292,"IDCJAC0011",86071,1855,10,19,4.4,20.8,0
"293",293,"IDCJAC0011",86071,1855,10,20,5.5,22.5,0
"294",294,"IDCJAC0011",86071,1855,10,21,7.7,26.7,0
"295",295,"IDCJAC0011",86071,1855,10,22,11.7,26.7,0
"296",296,"IDCJAC0011",86071,1855,10,23,16.9,31.3,0
"297",297,"IDCJAC0011",86071,1855,10,24,18.3,32.2,0
"298",298,"IDCJAC0011",86071,1855,10,25,20.5,22.2,11.4
"299",299,"IDCJAC0011",86071,1855,10,26,9.8,15,6.6
"300",300,"IDCJAC0011",86071,1855,10,27,8.3,16.1,0.8
"301",301,"IDCJAC0011",86071,1855,10,28,7.1,18.1,0
"302",302,"IDCJAC0011",86071,1855,10,29,7.9,27.7,0
"303",303,"IDCJAC0011",86071,1855,10,30,15.5,23.9,0
"304",304,"IDCJAC0011",86071,1855,10,31,19.4,26.3,0
"305",305,"IDCJAC0011",86071,1855,11,1,9.1,17.2,0
"306",306,"IDCJAC0011",86071,1855,11,2,8.9,17.7,0.5
"307",307,"IDCJAC0011",86071,1855,11,3,10,19.1,0
"308",308,"IDCJAC0011",86071,1855,11,4,11.9,25.5,0
"309",309,"IDCJAC0011",86071,1855,11,5,18.3,26.7,0
"310",310,"IDCJAC0011",86071,1855,11,6,11.3,18.3,0
"311",311,"IDCJAC0011",86071,1855,11,7,11.5,17.7,0
"312",312,"IDCJAC0011",86071,1855,11,8,7.5,28.7,0.3
"313",313,"IDCJAC0011",86071,1855,11,9,12.3,22.6,0
"314",314,"IDCJAC0011",86071,1855,11,10,11.1,17.2,0
"315",315,"IDCJAC0011",86071,1855,11,11,8.9,13.9,7.6
"316",316,"IDCJAC0011",86071,1855,11,12,7.7,12.7,2
"317",317,"IDCJAC0011",86071,1855,11,13,9.1,16.3,0
"318",318,"IDCJAC0011",86071,1855,11,14,10.5,19.7,0
"319",319,"IDCJAC0011",86071,1855,11,15,7.6,19.4,0
"320",320,"IDCJAC0011",86071,1855,11,16,15,24.4,1
"321",321,"IDCJAC0011",86071,1855,11,17,12.2,15,24.4
"322",322,"IDCJAC0011",86071,1855,11,18,10.3,15.5,0.5
"323",323,"IDCJAC0011",86071,1855,11,19,10.8,15,0.3
"324",324,"IDCJAC0011",86071,1855,11,20,7.7,19.4,0
"325",325,"IDCJAC0011",86071,1855,11,21,10.7,29.4,0
"326",326,"IDCJAC0011",86071,1855,11,22,13.3,35.5,0
"327",327,"IDCJAC0011",86071,1855,11,23,19.3,30,0.8
"328",328,"IDCJAC0011",86071,1855,11,24,18.3,31.3,3
"329",329,"IDCJAC0011",86071,1855,11,25,10,20.5,0
"330",330,"IDCJAC0011",86071,1855,11,26,10.8,22.1,0
"331",331,"IDCJAC0011",86071,1855,11,27,12.7,19.4,1
"332",332,"IDCJAC0011",86071,1855,11,28,10.5,24.4,0
"333",333,"IDCJAC0011",86071,1855,11,29,15.3,28.3,0
"334",334,"IDCJAC0011",86071,1855,11,30,12.5,26.7,0
"335",335,"IDCJAC0011",86071,1855,12,1,10.7,22.7,0
"336",336,"IDCJAC0011",86071,1855,12,2,12.7,18.9,0
"337",337,"IDCJAC0011",86071,1855,12,3,8.6,15.7,11.4
"338",338,"IDCJAC0011",86071,1855,12,4,10.3,17.9,0.3
"339",339,"IDCJAC0011",86071,1855,12,5,11.7,17.2,0
"340",340,"IDCJAC0011",86071,1855,12,6,11.1,18.1,0
"341",341,"IDCJAC0011",86071,1855,12,7,12.2,21.7,0
"342",342,"IDCJAC0011",86071,1855,12,8,11.8,24.7,0
"343",343,"IDCJAC0011",86071,1855,12,9,14.7,36.9,0.3
"344",344,"IDCJAC0011",86071,1855,12,10,17.2,33.5,0
"345",345,"IDCJAC0011",86071,1855,12,11,21.1,27.9,0
"346",346,"IDCJAC0011",86071,1855,12,12,16.1,19.8,27.2
"347",347,"IDCJAC0011",86071,1855,12,13,12.2,19.7,0
"348",348,"IDCJAC0011",86071,1855,12,14,11.7,22.6,0
"349",349,"IDCJAC0011",86071,1855,12,15,17.2,27.7,0
"350",350,"IDCJAC0011",86071,1855,12,16,18.3,23.6,0
"351",351,"IDCJAC0011",86071,1855,12,17,17.7,27.2,8.1
"352",352,"IDCJAC0011",86071,1855,12,18,15,19.4,12.4
"353",353,"IDCJAC0011",86071,1855,12,19,12.7,17.7,8.4
"354",354,"IDCJAC0011",86071,1855,12,20,12.2,15.5,9.1
"355",355,"IDCJAC0011",86071,1855,12,21,11.1,16.7,0.8
"356",356,"IDCJAC0011",86071,1855,12,22,11.7,17.7,0
"357",357,"IDCJAC0011",86071,1855,12,23,10.8,23.1,0
"358",358,"IDCJAC0011",86071,1855,12,24,13.3,21.1,0
"359",359,"IDCJAC0011",86071,1855,12,25,12.2,22.2,0
"360",360,"IDCJAC0011",86071,1855,12,26,14.4,27.7,0
"361",361,"IDCJAC0011",86071,1855,12,27,12.5,27.2,0
"362",362,"IDCJAC0011",86071,1855,12,28,16.7,32.7,0
"363",363,"IDCJAC0011",86071,1855,12,29,19.4,20,23.4
"364",364,"IDCJAC0011",86071,1855,12,30,10.5,24.7,0
"365",365,"IDCJAC0011",86071,1855,12,31,15.3,20.5,0
"366",366,"IDCJAC0011",86071,1856,1,1,11.1,30.5,0
"367",367,"IDCJAC0011",86071,1856,1,2,16.1,35.3,0
"368",368,"IDCJAC0011",86071,1856,1,3,18.3,26.9,0
"369",369,"IDCJAC0011",86071,1856,1,4,15.5,23.3,4.6
"370",370,"IDCJAC0011",86071,1856,1,5,13.9,25.5,0
"371",371,"IDCJAC0011",86071,1856,1,6,11.1,28.9,0
"372",372,"IDCJAC0011",86071,1856,1,7,16.3,21.3,20.1
"373",373,"IDCJAC0011",86071,1856,1,8,19.4,25.3,2.5
"374",374,"IDCJAC0011",86071,1856,1,9,18.1,20.5,0
"375",375,"IDCJAC0011",86071,1856,1,10,13.9,20.7,5.3
"376",376,"IDCJAC0011",86071,1856,1,11,10.8,17.9,8.6
"377",377,"IDCJAC0011",86071,1856,1,12,11.1,21.8,0
"378",378,"IDCJAC0011",86071,1856,1,13,12.1,31.1,0
"379",379,"IDCJAC0011",86071,1856,1,14,19.4,30.7,0
"380",380,"IDCJAC0011",86071,1856,1,15,21.1,23.9,0
"381",381,"IDCJAC0011",86071,1856,1,16,11.8,24.1,0
"382",382,"IDCJAC0011",86071,1856,1,17,15,23.7,0
"383",383,"IDCJAC0011",86071,1856,1,18,12.7,20.1,0
"384",384,"IDCJAC0011",86071,1856,1,19,12.2,21.7,0
"385",385,"IDCJAC0011",86071,1856,1,20,13.1,34.4,0
"386",386,"IDCJAC0011",86071,1856,1,21,17.3,34.7,0
"387",387,"IDCJAC0011",86071,1856,1,22,16.9,22.7,0.3
"388",388,"IDCJAC0011",86071,1856,1,23,14.4,23.7,0
"389",389,"IDCJAC0011",86071,1856,1,24,15,19.1,0
"390",390,"IDCJAC0011",86071,1856,1,25,9.4,22.6,0
"391",391,"IDCJAC0011",86071,1856,1,26,12.7,36.7,0
"392",392,"IDCJAC0011",86071,1856,1,27,23.3,27.7,1.8
"393",393,"IDCJAC0011",86071,1856,1,28,15.5,17.2,15.2
"394",394,"IDCJAC0011",86071,1856,1,29,12.2,20.8,2
"395",395,"IDCJAC0011",86071,1856,1,30,11.7,25,0
"396",396,"IDCJAC0011",86071,1856,1,31,15.5,20.5,0
"397",397,"IDCJAC0011",86071,1856,2,1,12.7,21.7,0
"398",398,"IDCJAC0011",86071,1856,2,2,13.1,20.5,0
